PRISM Time Series Data,,,,,,,,,,,
Location:  Lat: 43.8300   Lon: -74.6330   Elev: 546m,,,,,,,,,,,
Climate variable: tmean,,,,,,,,,,,
Period: 1985-01-01 - 2016-06-07,,,,,,,,,,,
PRISM day definition: 24 hours ending at 1200 UTC on the day shown,,,,,,,,,,,
Grid Cell Interpolation: Off,,,,,,,,,,,
Time series generated: 2016-Jun-08,,,,,,,,,,,
Date,tmean (degrees C),1,2,3,4,5,6,7,8,9,10
6/27/87,17.8,0.000266999,2.000035112,4.000001543,5.999992958,7.999990431,8.999991597,9.999992535,9.999994285,9.999995484,9.999996342
6/28/87,16.6,0.000268241,2.000035388,4.00000165,5.99999301,7.999990458,8.999991614,9.999992546,9.999994293,9.999995491,9.999996348
6/29/87,14.4,0.000269399,2.000035642,4.000001748,5.999993056,7.999990482,8.999991629,9.999992556,9.9999943,9.999995497,9.999996352
6/30/87,19.4,0.000270404,2.000035858,4.000001829,5.999993093,7.9999905,8.999991639,9.999992562,9.999994305,9.9999955,9.999996355
7/1/87,16.2,0.000271757,2.000036162,4.000001948,5.999993151,7.999990532,8.99999166,9.999992575,9.999994315,9.999995508,9.999996362
7/2/87,15.7,0.000272887,2.00003641,4.000002043,5.999993196,7.999990555,8.999991673,9.999992584,9.999994322,9.999995514,9.999996366
7/3/87,16.6,0.000273983,2.000036649,4.000002133,5.999993238,7.999990576,8.999991686,9.999992592,9.999994328,9.999995519,9.99999637
7/4/87,17.6,0.000275141,2.000036903,4.000002231,5.999993284,7.9999906,8.999991701,9.999992602,9.999994336,9.999995524,9.999996375
7/5/87,16.2,0.000276369,2.000037175,4.000002336,5.999993335,7.999990627,8.999991718,9.999992612,9.999994344,9.999995531,9.99999638
7/6/87,18.9,0.000277499,2.000037423,4.000002431,5.999993379,7.99999065,8.999991732,9.999992621,9.999994351,9.999995536,9.999996384
7/7/87,20.3,0.000278818,2.000037718,4.000002547,5.999993435,7.99999068,8.999991751,9.999992634,9.99999436,9.999995544,9.999996391
7/8/87,18.6,0.000280234,2.000038037,4.000002673,5.999993498,7.999990715,8.999991773,9.999992649,9.999994372,9.999995553,9.999996398
7/9/87,21.7,0.000281532,2.000038327,4.000002786,5.999993553,7.999990744,8.999991791,9.999992661,9.999994381,9.99999556,9.999996404
7/10/87,22.6,0.000283045,2.00003867,4.000002923,5.999993621,7.999990783,8.999991816,9.999992677,9.999994394,9.99999557,9.999996412
7/11/87,23.8,0.000284622,2.000039029,4.000003067,5.999993693,7.999990823,8.999991842,9.999992695,9.999994407,9.999995581,9.999996421
7/12/87,24.2,0.000286283,2.00003941,4.000003221,5.999993771,7.999990867,8.999991871,9.999992715,9.999994422,9.999995593,9.99999643
7/13/87,24.5,0.000287971,2.000039797,4.000003378,5.99999385,7.999990913,8.999991901,9.999992735,9.999994438,9.999995605,9.99999644
7/14/87,24.8,0.00028968,2.000040189,4.000003536,5.999993931,7.999990959,8.999991931,9.999992756,9.999994454,9.999995618,9.99999645
7/15/87,17.2,0.00029141,2.000040587,4.000003698,5.999994013,7.999991006,8.999991961,9.999992777,9.99999447,9.99999563,9.999996461
7/16/87,12.6,0.00029261,2.000040852,4.0000038,5.999994062,7.999991031,8.999991977,9.999992787,9.999994478,9.999995637,9.999996466
7/17/87,13.5,0.00029349,2.000041037,4.000003867,5.999994091,7.999991044,8.999991984,9.999992791,9.999994481,9.999995639,9.999996468
7/18/87,17.8,0.000294431,2.000041238,4.00000394,5.999994123,7.999991059,8.999991993,9.999992796,9.999994484,9.999995642,9.99999647
7/19/87,21.2,0.000295673,2.000041513,4.000004047,5.999994175,7.999991087,8.99999201,9.999992807,9.999994493,9.999995649,9.999996475
7/20/87,19.8,0.000297152,2.000041848,4.000004181,5.999994241,7.999991124,8.999992034,9.999992823,9.999994505,9.999995658,9.999996483
7/21/87,21.1,0.000298534,2.000042158,4.000004303,5.999994301,7.999991157,8.999992054,9.999992837,9.999994516,9.999995667,9.99999649
7/22/87,21.6,0.000300006,2.000042492,4.000004436,5.999994367,7.999991193,8.999992078,9.999992853,9.999994528,9.999995676,9.999996498
7/23/87,21.2,0.000301513,2.000042833,4.000004572,5.999994435,7.999991231,8.999992102,9.999992869,9.99999454,9.999995686,9.999996506
7/24/87,23.7,0.000302992,2.000043168,4.000004705,5.999994501,7.999991268,8.999992126,9.999992885,9.999994553,9.999995696,9.999996514
7/25/87,23.6,0.000304645,2.000043547,4.000004858,5.999994579,7.999991312,8.999992154,9.999992905,9.999994568,9.999995708,9.999996523
7/26/87,22.3,0.000306292,2.000043924,4.00000501,5.999994655,7.999991355,8.999992183,9.999992924,9.999994582,9.999995719,9.999996533
7/27/87,16.5,0.000307847,2.000044278,4.000005152,5.999994726,7.999991395,8.999992209,9.999992942,9.999994596,9.99999573,9.999996541
7/28/87,14.8,0.000308999,2.000044531,4.000005249,5.999994772,7.999991419,8.999992223,9.999992951,9.999994603,9.999995736,9.999996546
7/29/87,12.3,0.000310031,2.000044754,4.000005333,5.999994811,7.999991438,8.999992234,9.999992958,9.999994608,9.99999574,9.999996549
7/30/87,15.9,0.000310889,2.000044933,4.000005397,5.999994838,7.99999145,8.999992241,9.999992961,9.999994611,9.999995742,9.999996551
7/31/87,15.9,0.000311999,2.000045176,4.000005489,5.999994881,7.999991472,8.999992254,9.999992969,9.999994617,9.999995747,9.999996555
8/1/87,14,0.000313108,2.000045418,4.000005581,5.999994924,7.999991494,8.999992267,9.999992978,9.999994624,9.999995752,9.999996559
8/2/87,15.5,0.000314085,2.000045628,4.000005659,5.999994959,7.999991511,8.999992277,9.999992983,9.999994628,9.999995755,9.999996562
8/3/87,18.6,0.000315166,2.000045863,4.000005748,5.999995001,7.999991532,8.99999229,9.999992991,9.999994634,9.99999576,9.999996566
8/4/87,19.3,0.000316464,2.000046153,4.000005861,5.999995056,7.999991561,8.999992308,9.999993003,9.999994643,9.999995768,9.999996572
8/5/87,19.6,0.00031781,2.000046454,4.00000598,5.999995114,7.999991593,8.999992328,9.999993017,9.999994653,9.999995776,9.999996578
8/6/87,15,0.000319177,2.000046761,4.000006101,5.999995173,7.999991625,8.999992349,9.99999303,9.999994664,9.999995784,9.999996585
8/7/87,18.4,0.000320224,2.000046988,4.000006186,5.999995212,7.999991645,8.99999236,9.999993037,9.999994669,9.999995788,9.999996588
8/8/87,19.4,0.000321508,2.000047274,4.000006298,5.999995266,7.999991674,8.999992379,9.999993049,9.999994678,9.999995795,9.999996594
8/9/87,16.2,0.000322861,2.000047578,4.000006417,5.999995325,7.999991706,8.999992399,9.999993063,9.999994689,9.999995803,9.999996601
8/10/87,15.2,0.000323991,2.000047825,4.000006512,5.999995369,7.999991728,8.999992413,9.999993072,9.999994695,9.999995809,9.999996605
8/11/87,15.8,0.000325052,2.000048056,4.000006598,5.999995409,7.999991748,8.999992425,9.999993079,9.999994701,9.999995813,9.999996609
8/12/87,14,0.000326154,2.000048296,4.00000669,5.999995452,7.99999177,8.999992438,9.999993087,9.999994707,9.999995818,9.999996613
8/13/87,16.3,0.000327131,2.000048506,4.000006767,5.999995487,7.999991787,8.999992448,9.999993093,9.999994712,9.999995822,9.999996616
8/14/87,18.9,0.000328268,2.000048755,4.000006863,5.999995532,7.99999181,8.999992462,9.999993102,9.999994719,9.999995827,9.99999662
8/15/87,20.7,0.000329587,2.00004905,4.000006978,5.999995588,7.999991841,8.999992481,9.999993115,9.999994728,9.999995835,9.999996626
8/16/87,22.1,0.000331031,2.000049376,4.000007108,5.999995652,7.999991876,8.999992504,9.99999313,9.99999474,9.999995844,9.999996634
8/17/87,23.8,0.000332573,2.000049726,4.000007248,5.999995722,7.999991915,8.999992529,9.999993147,9.999994753,9.999995854,9.999996642
8/18/87,23.6,0.000334233,2.000050107,4.000007402,5.9999958,7.999991959,8.999992558,9.999993167,9.999994768,9.999995866,9.999996652
8/19/87,18.1,0.000335879,2.000050483,4.000007553,5.999995877,7.999992003,8.999992586,9.999993186,9.999994783,9.999995878,9.999996661
8/20/87,17.5,0.000337142,2.000050764,4.000007663,5.99999593,7.999992031,8.999992604,9.999993198,9.999994792,9.999995885,9.999996667
8/21/87,15.6,0.000338363,2.000051035,4.000007767,5.99999598,7.999992058,8.99999262,9.999993208,9.9999948,9.999995891,9.999996672
8/22/87,17.6,0.000339452,2.000051272,4.000007857,5.999996022,7.999992079,8.999992633,9.999993216,9.999994806,9.999995896,9.999996676
8/23/87,14.1,0.000340679,2.000051544,4.000007963,5.999996072,7.999992106,8.99999265,9.999993227,9.999994815,9.999995903,9.999996681
8/24/87,10,0.000341663,2.000051755,4.000008041,5.999996107,7.999992123,8.99999266,9.999993233,9.999994819,9.999995906,9.999996684
8/25/87,11.2,0.000342361,2.000051894,4.000008088,5.999996125,7.999992128,8.999992661,9.999993233,9.999994819,9.999995906,9.999996684
8/26/87,11.7,0.000343142,2.000052055,4.000008143,5.999996148,7.999992137,8.999992666,9.999993235,9.99999482,9.999995907,9.999996685
8/27/87,12.7,0.000343958,2.000052224,4.000008203,5.999996172,7.999992148,8.999992671,9.999993237,9.999994822,9.999995909,9.999996686
8/28/87,11.4,0.000344844,2.000052411,4.000008271,5.999996202,7.999992161,8.999992678,9.999993241,9.999994825,9.999995911,9.999996688
8/29/87,13,0.00034564,2.000052575,4.000008328,5.999996225,7.99999217,8.999992683,9.999993243,9.999994827,9.999995912,9.999996689
8/30/87,11.8,0.000346547,2.000052767,4.000008398,5.999996256,7.999992184,8.999992691,9.999993247,9.99999483,9.999995915,9.999996691
8/31/87,15.5,0.00034737,2.000052938,4.000008458,5.999996281,7.999992195,8.999992696,9.99999325,9.999994832,9.999995917,9.999996692
9/1/87,15,0.000348451,2.000053173,4.000008547,5.999996322,7.999992216,8.999992709,9.999993258,9.999994838,9.999995921,9.999996696
9/2/87,10.1,0.000349498,2.0000534,4.000008633,5.999996362,7.999992235,8.99999272,9.999993265,9.999994843,9.999995926,9.9999967
9/3/87,9.1,0.000350202,2.000053541,4.00000868,5.99999638,7.999992241,8.999992722,9.999993265,9.999994843,9.999995926,9.9999967
9/4/87,9.4,0.000350837,2.000053665,4.000008719,5.999996393,7.999992244,8.999992722,9.999993264,9.999994842,9.999995925,9.999996699
9/5/87,12.6,0.000351493,2.000053794,4.000008761,5.999996408,7.999992248,8.999992723,9.999993263,9.999994842,9.999995924,9.999996699
9/6/87,15,0.000352372,2.000053979,4.000008828,5.999996437,7.999992261,8.99999273,9.999993266,9.999994845,9.999995927,9.999996701
9/7/87,17.9,0.000353419,2.000054206,4.000008913,5.999996476,7.99999228,8.999992742,9.999993274,9.99999485,9.999995931,9.999996704
9/8/87,18.2,0.000354667,2.000054483,4.000009021,5.999996528,7.999992308,8.999992759,9.999993285,9.999994859,9.999995938,9.99999671
9/9/87,17.9,0.000355937,2.000054765,4.000009131,5.999996581,7.999992336,8.999992777,9.999993296,9.999994868,9.999995945,9.999996715
9/10/87,16.5,0.000357186,2.000055043,4.000009239,5.999996633,7.999992364,8.999992794,9.999993308,9.999994876,9.999995952,9.999996721
9/11/87,16.4,0.000358337,2.000055296,4.000009336,5.999996679,7.999992388,8.999992809,9.999993317,9.999994883,9.999995957,9.999996725
9/12/87,17.1,0.000359481,2.000055547,4.000009432,5.999996724,7.999992411,8.999992823,9.999993326,9.99999489,9.999995963,9.99999673
9/13/87,14.7,0.000360674,2.00005581,4.000009533,5.999996772,7.999992437,8.999992839,9.999993336,9.999994898,9.999995969,9.999996735
9/14/87,14,0.0003617,2.000056032,4.000009616,5.99999681,7.999992455,8.99999285,9.999993343,9.999994903,9.999995973,9.999996738
9/15/87,12.6,0.000362677,2.000056241,4.000009694,5.999996845,7.999992472,8.99999286,9.999993349,9.999994908,9.999995976,9.999996741
9/16/87,12.3,0.000363556,2.000056426,4.00000976,5.999996874,7.999992485,8.999992866,9.999993352,9.99999491,9.999995979,9.999996743
9/17/87,14.5,0.000364414,2.000056606,4.000009825,5.999996901,7.999992497,8.999992873,9.999993356,9.999994913,9.999995981,9.999996744
9/18/87,13,0.000365425,2.000056824,4.000009906,5.999996939,7.999992515,8.999992884,9.999993362,9.999994918,9.999995984,9.999996747
9/19/87,10.2,0.000366332,2.000057015,4.000009976,5.999996969,7.999992529,8.999992891,9.999993366,9.999994921,9.999995987,9.999996749
9/20/87,10.8,0.000367044,2.000057158,4.000010024,5.999996987,7.999992535,8.999992894,9.999993367,9.999994921,9.999995987,9.99999675
9/21/87,11.6,0.000367797,2.000057312,4.000010077,5.999997008,7.999992543,8.999992897,9.999993368,9.999994922,9.999995988,9.99999675
9/22/87,12.8,0.000368607,2.000057479,4.000010136,5.999997033,7.999992553,8.999992902,9.99999337,9.999994924,9.999995989,9.999996751
9/23/87,10.9,0.0003695,2.000057668,4.000010204,5.999997062,7.999992566,8.99999291,9.999993374,9.999994927,9.999995992,9.999996753
9/24/87,10.6,0.00037026,2.000057823,4.000010257,5.999997084,7.999992575,8.999992913,9.999993375,9.999994928,9.999995992,9.999996754
9/25/87,7.1,0.000371,2.000057973,4.000010309,5.999997104,7.999992582,8.999992916,9.999993376,9.999994929,9.999995993,9.999996754
9/26/87,5.9,0.000371495,2.000058062,4.000010333,5.999997109,7.999992579,8.999992913,9.999993372,9.999994925,9.99999599,9.999996752
9/27/87,7.1,0.000371906,2.00005813,4.000010347,5.999997108,7.999992573,8.999992907,9.999993366,9.999994921,9.999995987,9.999996749
9/28/87,10.7,0.000372402,2.000058219,4.000010371,5.999997113,7.999992571,8.999992903,9.999993362,9.999994918,9.999995984,9.999996747
9/29/87,15.6,0.000373148,2.000058371,4.000010423,5.999997133,7.999992578,8.999992906,9.999993363,9.999994919,9.999995985,9.999996748
9/30/87,16.4,0.000374237,2.000058608,4.000010513,5.999997175,7.9999926,8.999992919,9.999993371,9.999994925,9.99999599,9.999996752
10/1/87,11.2,0.000375381,2.000058859,4.000010609,5.999997221,7.999992623,8.999992933,9.99999338,9.999994932,9.999995995,9.999996756
10/2/87,6.3,0.000376162,2.000059019,4.000010665,5.999997243,7.999992632,8.999992938,9.999993382,9.999994933,9.999995996,9.999996757
10/3/87,10.3,0.000376602,2.000059094,4.000010683,5.999997245,7.999992627,8.999992932,9.999993377,9.999994929,9.999995993,9.999996754
10/4/87,2.5,0.00037732,2.000059239,4.000010732,5.999997263,7.999992634,8.999992935,9.999993377,9.999994929,9.999995993,9.999996755
10/5/87,3.7,0.000377495,2.000059248,4.00001072,5.999997248,7.999992618,8.999992922,9.999993366,9.999994921,9.999995987,9.999996749
10/6/87,10.3,0.000377753,2.000059278,4.000010718,5.999997238,7.999992606,8.999992912,9.999993357,9.999994914,9.999995982,9.999996745
10/7/87,11.5,0.000378471,2.000059422,4.000010767,5.999997257,7.999992613,8.999992915,9.999993358,9.999994915,9.999995982,9.999996745
10/8/87,8.1,0.000379274,2.000059588,4.000010825,5.999997281,7.999992623,8.999992919,9.99999336,9.999994916,9.999995983,9.999996746
10/9/87,3,0.000379839,2.000059694,4.000010857,5.99999729,7.999992623,8.999992918,9.999993357,9.999994914,9.999995981,9.999996745
10/10/87,5,0.000380048,2.000059712,4.000010849,5.999997277,7.999992609,8.999992906,9.999993347,9.999994906,9.999995975,9.99999674
10/11/87,3.4,0.000380397,2.000059764,4.000010857,5.999997273,7.9999926,8.999992898,9.99999334,9.999994901,9.999995971,9.999996737
10/12/87,-0.6,0.000380634,2.000059789,4.000010852,5.999997261,7.999992588,8.999992887,9.999993331,9.999994894,9.999995965,9.999996732
10/13/87,1.7,0.000380592,2.000059743,4.000010816,5.999997232,7.999992564,8.999992869,9.999993316,9.999994882,9.999995956,9.999996725
10/14/87,3.1,0.000380711,2.000059738,4.000010798,5.999997214,7.999992546,8.999992855,9.999993304,9.999994873,9.999995949,9.999996719
10/15/87,5.8,0.000380927,2.000059757,4.000010791,5.999997201,7.999992532,8.999992843,9.999993294,9.999994866,9.999995943,9.999996714
10/16/87,8.8,0.000381332,2.000059824,4.000010805,5.9999972,7.999992526,8.999992837,9.999993288,9.999994861,9.99999594,9.999996711
10/17/87,10.8,0.000381945,2.000059942,4.000010843,5.999997212,7.999992528,8.999992837,9.999993286,9.99999486,9.999995939,9.99999671
10/18/87,12.1,0.000382699,2.000060096,4.000010895,5.999997233,7.999992536,8.99999284,9.999993287,9.999994861,9.999995939,9.999996711
10/19/87,8.1,0.000383543,2.000060272,4.000010958,5.99999726,7.999992548,8.999992846,9.99999329,9.999994863,9.999995941,9.999996712
10/20/87,9.4,0.000384108,2.000060378,4.00001099,5.999997269,7.999992548,8.999992844,9.999993288,9.999994861,9.999995939,9.999996711
10/21/87,8.1,0.000384764,2.000060507,4.000011032,5.999997284,7.999992552,8.999992845,9.999993287,9.99999486,9.999995939,9.999996711
10/22/87,1.6,0.000385329,2.000060614,4.000011064,5.999997293,7.999992552,8.999992843,9.999993284,9.999994858,9.999995937,9.999996709
10/23/87,1.9,0.000385441,2.000060607,4.000011045,5.999997274,7.999992534,8.999992829,9.999993272,9.999994849,9.99999593,9.999996703
10/24/87,5.5,0.000385573,2.000060605,4.000011029,5.999997256,7.999992517,8.999992815,9.999993261,9.99999484,9.999995923,9.999996698
10/25/87,8.2,0.000385957,2.000060666,4.00001104,5.999997254,7.99999251,8.999992809,9.999993254,9.999994835,9.999995919,9.999996695
10/26/87,-0.6,0.000386529,2.000060774,4.000011073,5.999997263,7.999992511,8.999992807,9.999993252,9.999994833,9.999995918,9.999996693
10/27/87,2.3,0.000386487,2.000060729,4.000011037,5.999997235,7.999992487,8.999992788,9.999993237,9.999994822,9.999995909,9.999996686
10/28/87,7,0.000386647,2.000060734,4.000011024,5.999997218,7.999992471,8.999992775,9.999993226,9.999994813,9.999995902,9.999996681
10/29/87,1.4,0.000387136,2.000060821,4.000011047,5.999997223,7.999992468,8.999992772,9.999993221,9.99999481,9.999995899,9.999996678
10/30/87,2,0.000387233,2.000060811,4.000011027,5.999997203,7.99999245,8.999992757,9.999993209,9.999994801,9.999995892,9.999996672
10/31/87,3.8,0.000387373,2.000060811,4.000011012,5.999997185,7.999992433,8.999992743,9.999993198,9.999994792,9.999995885,9.999996667
11/1/87,2.1,0.000387638,2.000060842,4.00001101,5.999997176,7.999992421,8.999992733,9.999993189,9.999994785,9.99999588,9.999996663
11/2/87,3.1,0.000387785,2.000060844,4.000010995,5.999997159,7.999992405,8.99999272,9.999993178,9.999994777,9.999995873,9.999996657
11/3/87,4.9,0.000388001,2.000060863,4.000010988,5.999997146,7.999992391,8.999992708,9.999993168,9.999994769,9.999995867,9.999996652
11/4/87,9.9,0.000388343,2.000060914,4.000010995,5.999997141,7.999992383,8.9999927,9.999993161,9.999994764,9.999995863,9.999996649
11/5/87,11.9,0.000389033,2.000061051,4.000011041,5.999997158,7.999992388,8.999992702,9.99999316,9.999994763,9.999995862,9.999996649
11/6/87,-1.3,0.000389864,2.000061224,4.000011102,5.999997184,7.999992399,8.999992708,9.999993163,9.999994765,9.999995864,9.99999665
11/7/87,-5.7,0.000389773,2.000061167,4.000011061,5.999997152,7.999992373,8.999992688,9.999993147,9.999994753,9.999995854,9.999996642
11/8/87,-1.4,0.000389375,2.000061032,4.000010986,5.999997101,7.999992335,8.999992659,9.999993125,9.999994736,9.999995841,9.999996631
11/9/87,3.8,0.000389277,2.000060973,4.000010944,5.999997069,7.999992308,8.999992639,9.999993108,9.999994724,9.999995831,9.999996623
11/10/87,-1.1,0.000389542,2.000061004,4.000010943,5.999997059,7.999992297,8.999992629,9.9999931,9.999994717,9.999995826,9.999996619
11/11/87,-5.8,0.000389466,2.00006095,4.000010903,5.999997028,7.999992271,8.99999261,9.999993084,9.999994705,9.999995816,9.999996611
11/12/87,-5.9,0.000389061,2.000060814,4.000010827,5.999996977,7.999992233,8.999992581,9.999993061,9.999994688,9.999995803,9.9999966
11/13/87,-2.4,0.000388649,2.000060676,4.00001075,5.999996925,7.999992194,8.999992552,9.999993039,9.99999467,9.999995789,9.999996589
11/14/87,2.9,0.000388482,2.0000606,4.000010701,5.999996888,7.999992165,8.99999253,9.999993021,9.999994657,9.999995778,9.99999658
11/15/87,0.4,0.000388684,2.000060615,4.000010692,5.999996875,7.999992151,8.999992518,9.999993011,9.999994649,9.999995772,9.999996575
11/16/87,1.4,0.000388712,2.000060587,4.000010664,5.99999685,7.999992129,8.999992501,9.999992997,9.999994638,9.999995764,9.999996569
11/17/87,5.3,0.00038881,2.000060577,4.000010644,5.99999683,7.999992111,8.999992487,9.999992985,9.999994629,9.999995756,9.999996563
11/18/87,11.6,0.000389179,2.000060635,4.000010654,5.999996827,7.999992103,8.999992479,9.999992978,9.999994624,9.999995752,9.999996559
11/19/87,4.2,0.000389989,2.000060802,4.000010713,5.999996852,7.999992114,8.999992485,9.999992981,9.999994626,9.999995754,9.99999656
11/20/87,1.7,0.000390282,2.00006084,4.000010715,5.999996844,7.999992103,8.999992475,9.999992972,9.999994619,9.999995749,9.999996556
11/21/87,-8.4,0.0003904,2.000060835,4.000010697,5.999996825,7.999992085,8.999992461,9.99999296,9.99999461,9.999995742,9.999996551
11/22/87,-14.6,0.000389814,2.000060654,4.000010601,5.999996762,7.99999204,8.999992427,9.999992934,9.99999459,9.999995726,9.999996538
11/23/87,-8.1,0.000388796,2.000060364,4.000010457,5.999996673,7.999991976,8.999992382,9.999992899,9.999994563,9.999995704,9.999996521
11/24/87,1.4,0.00038823,2.000060188,4.000010363,5.999996611,7.999991932,8.999992348,9.999992873,9.999994544,9.999995689,9.999996508
11/25/87,3.3,0.000388328,2.000060178,4.000010343,5.999996591,7.999991913,8.999992334,9.999992861,9.999994534,9.999995681,9.999996502
11/26/87,1.8,0.000388558,2.0000602,4.000010337,5.999996579,7.9999919,8.999992323,9.999992852,9.999994527,9.999995676,9.999996497
11/27/87,-2.6,0.000388684,2.000060197,4.00001032,5.999996561,7.999991883,8.999992309,9.99999284,9.999994518,9.999995669,9.999996492
11/28/87,-3.2,0.000388502,2.000060116,4.000010269,5.999996523,7.999991853,8.999992286,9.999992822,9.999994504,9.999995658,9.999996483
11/29/87,0.4,0.000388279,2.000060026,4.000010213,5.999996483,7.999991822,8.999992263,9.999992803,9.99999449,9.999995646,9.999996474
11/30/87,4,0.000388307,2.000059998,4.000010185,5.999996459,7.999991801,8.999992246,9.99999279,9.99999448,9.999995638,9.999996467
12/1/87,1.5,0.000388586,2.000060033,4.000010185,5.99999645,7.99999179,8.999992236,9.999992781,9.999994473,9.999995633,9.999996463
12/2/87,-1.8,0.000388691,2.000060024,4.000010166,5.999996431,7.999991771,8.999992222,9.999992769,9.999994464,9.999995626,9.999996457
12/3/87,-5.1,0.000388565,2.000059958,4.000010121,5.999996397,7.999991744,8.999992201,9.999992752,9.999994451,9.999995616,9.999996449
12/4/87,-3.4,0.000388209,2.000059834,4.00001005,5.999996348,7.999991707,8.999992173,9.999992731,9.999994434,9.999995603,9.999996438
12/5/87,-5.6,0.000387972,2.00005974,4.000009993,5.999996307,7.999991676,8.999992149,9.999992712,9.99999442,9.999995591,9.999996429
12/6/87,-6.5,0.000387581,2.000059607,4.000009919,5.999996257,7.999991638,8.999992121,9.999992689,9.999994403,9.999995578,9.999996418
12/7/87,-8.9,0.000387128,2.000059459,4.000009837,5.999996202,7.999991597,8.999992091,9.999992666,9.999994385,9.999995563,9.999996406
12/8/87,-8,0.000386507,2.000059269,4.000009737,5.999996137,7.99999155,8.999992056,9.999992639,9.999994364,9.999995547,9.999996393
12/9/87,-3.3,0.000385949,2.000059094,4.000009644,5.999996076,7.999991505,8.999992023,9.999992613,9.999994345,9.999995532,9.999996381
12/10/87,4.8,0.000385718,2.000059002,4.000009588,5.999996035,7.999991474,8.999992,9.999992594,9.99999433,9.99999552,9.999996371
12/11/87,1.3,0.000386053,2.000059051,4.000009594,5.99999603,7.999991465,8.999991991,9.999992587,9.999994324,9.999995516,9.999996368
12/12/87,-0.2,0.000386144,2.000059039,4.000009573,5.99999601,7.999991446,8.999991977,9.999992575,9.999994315,9.999995508,9.999996362
12/13/87,-0.6,0.00038613,2.000059,4.00000954,5.999995983,7.999991423,8.999991959,9.99999256,9.999994304,9.999995499,9.999996354
12/14/87,-1.2,0.000386088,2.000058955,4.000009505,5.999995954,7.999991399,8.99999194,9.999992545,9.999994292,9.99999549,9.999996347
12/15/87,-3.4,0.000386004,2.000058899,4.000009464,5.999995923,7.999991374,8.99999192,9.999992529,9.99999428,9.999995481,9.999996339
12/16/87,-3.1,0.000385767,2.000058805,4.000009407,5.999995882,7.999991342,8.999991896,9.99999251,9.999994265,9.999995469,9.99999633
12/17/87,-4.9,0.000385551,2.000058716,4.000009352,5.999995842,7.999991311,8.999991873,9.999992491,9.999994251,9.999995458,9.999996321
12/18/87,-9.3,0.000385209,2.000058596,4.000009283,5.999995794,7.999991275,8.999991846,9.99999247,9.999994235,9.999995445,9.99999631
12/19/87,-8.1,0.00038456,2.000058398,4.00000918,5.999995728,7.999991227,8.99999181,9.999992443,9.999994214,9.999995428,9.999996297
12/20/87,-3.6,0.000383995,2.000058222,4.000009086,5.999995666,7.999991182,8.999991777,9.999992417,9.999994194,9.999995413,9.999996284
12/21/87,0,0.000383744,2.000058125,4.000009027,5.999995624,7.999991149,8.999991753,9.999992397,9.999994179,9.999995401,9.999996275
12/22/87,-2.3,0.000383744,2.00005809,4.000008996,5.999995598,7.999991127,8.999991735,9.999992383,9.999994168,9.999995392,9.999996268
12/23/87,-3.3,0.000383583,2.000058015,4.000008947,5.999995562,7.999991098,8.999991714,9.999992366,9.999994155,9.999995382,9.999996259
12/24/87,-3.2,0.000383353,2.000057922,4.000008891,5.999995521,7.999991067,8.99999169,9.999992347,9.999994141,9.99999537,9.99999625
12/25/87,-0.3,0.00038313,2.000057832,4.000008835,5.999995481,7.999991035,8.999991666,9.999992328,9.999994126,9.999995359,9.999996241
12/26/87,0.2,0.000383109,2.000057791,4.000008802,5.999995454,7.999991012,8.999991648,9.999992313,9.999994115,9.99999535,9.999996234
12/27/87,-7.3,0.000383123,2.00005776,4.000008772,5.999995429,7.999990991,8.999991631,9.999992299,9.999994104,9.999995342,9.999996227
12/28/87,-8.1,0.000382613,2.000057598,4.000008684,5.999995371,7.999990948,8.999991599,9.999992275,9.999994085,9.999995327,9.999996215
12/29/87,-10.4,0.000382048,2.000057422,4.000008591,5.999995309,7.999990903,8.999991566,9.999992249,9.999994066,9.999995311,9.999996202
12/30/87,-17.8,0.000381323,2.000057205,4.000008479,5.999995238,7.999990852,8.999991529,9.99999222,9.999994043,9.999995294,9.999996188
12/31/87,-18.9,0.000380081,2.00005686,4.00000831,5.999995134,7.99999078,8.999991477,9.99999218,9.999994013,9.99999527,9.999996168
1/1/88,-6.8,0.000378762,2.000056496,4.000008133,5.999995025,7.999990704,8.999991423,9.999992139,9.999993982,9.999995245,9.999996148
1/2/88,-7.5,0.000378288,2.000056342,4.000008049,5.999994969,7.999990663,8.999991392,9.999992115,9.999993963,9.99999523,9.999996136
1/3/88,-10.1,0.000377764,2.000056176,4.00000796,5.99999491,7.99999062,8.99999136,9.99999209,9.999993944,9.999995215,9.999996124
1/4/88,-8.4,0.00037706,2.000055965,4.00000785,5.99999484,7.999990569,8.999991323,9.999992062,9.999993922,9.999995198,9.99999611
1/5/88,-10,0.000376474,2.000055784,4.000007754,5.999994777,7.999990524,8.999991289,9.999992036,9.999993902,9.999995182,9.999996097
1/6/88,-16.8,0.000375776,2.000055575,4.000007646,5.999994708,7.999990473,8.999991253,9.999992007,9.99999388,9.999995165,9.999996083
1/7/88,-21,0.000374604,2.000055247,4.000007484,5.999994608,7.999990404,8.999991203,9.999991969,9.999993851,9.999995142,9.999996065
1/8/88,-19.3,0.000373139,2.000054846,4.000007291,5.999994491,7.999990323,8.999991144,9.999991925,9.999993817,9.999995115,9.999996043
